DT,DT_round,DT_floor,Measurement,Value
2024-05-07T08:30:00Z,2024-05-07T08:30:00Z,2024-05-07T08:30:00Z,FDOM,2.15
2024-05-07T08:30:00Z,2024-05-07T08:30:00Z,2024-05-07T08:30:00Z,DO,10.52
2024-05-07T08:30:00Z,2024-05-07T08:30:00Z,2024-05-07T08:30:00Z,DO_Sat,NA
2024-05-07T08:30:00Z,2024-05-07T08:30:00Z,2024-05-07T08:30:00Z,Chl-a,0.03
2024-05-07T08:30:00Z,2024-05-07T08:30:00Z,2024-05-07T08:30:00Z,Temperature,1.03
2024-05-07T08:15:00Z,2024-05-07T08:15:00Z,2024-05-07T08:15:00Z,Depth,1.09
2024-05-07T08:15:00Z,2024-05-07T08:15:00Z,2024-05-07T08:15:00Z,pH,7.47
2024-05-07T08:15:00Z,2024-05-07T08:15:00Z,2024-05-07T08:15:00Z,Turbidity,16.21
2024-05-07T08:15:00Z,2024-05-07T08:15:00Z,2024-05-07T08:15:00Z,Specific_Conductivity,61.52
2024-05-07T08:15:00Z,2024-05-07T08:15:00Z,2024-05-07T08:15:00Z,FDOM,2.15
2024-05-07T08:15:00Z,2024-05-07T08:15:00Z,2024-05-07T08:15:00Z,DO,10.52
2024-05-07T08:15:00Z,2024-05-07T08:15:00Z,2024-05-07T08:15:00Z,DO_Sat,NA
2024-05-07T08:15:00Z,2024-05-07T08:15:00Z,2024-05-07T08:15:00Z,Chl-a,0.03
2024-05-07T08:15:00Z,2024-05-07T08:15:00Z,2024-05-07T08:15:00Z,Temperature,1.08
2024-05-07T08:00:00Z,2024-05-07T08:00:00Z,2024-05-07T08:00:00Z,Depth,1.07
2024-05-07T08:00:00Z,2024-05-07T08:00:00Z,2024-05-07T08:00:00Z,pH,7.53
2024-05-07T08:00:00Z,2024-05-07T08:00:00Z,2024-05-07T08:00:00Z,Turbidity,15.7
2024-05-07T08:00:00Z,2024-05-07T08:00:00Z,2024-05-07T08:00:00Z,Specific_Conductivity,61.43
2024-05-07T08:00:00Z,2024-05-07T08:00:00Z,2024-05-07T08:00:00Z,FDOM,2.14
2024-05-07T08:00:00Z,2024-05-07T08:00:00Z,2024-05-07T08:00:00Z,DO,10.5
2024-05-07T08:00:00Z,2024-05-07T08:00:00Z,2024-05-07T08:00:00Z,DO_Sat,NA
2024-05-07T08:00:00Z,2024-05-07T08:00:00Z,2024-05-07T08:00:00Z,Chl-a,0.04
2024-05-07T08:00:00Z,2024-05-07T08:00:00Z,2024-05-07T08:00:00Z,Temperature,NA
2024-05-07T07:45:00Z,2024-05-07T07:45:00Z,2024-05-07T07:45:00Z,Depth,1.09
2024-05-07T07:45:00Z,2024-05-07T07:45:00Z,2024-05-07T07:45:00Z,pH,7.53
2024-05-07T07:45:00Z,2024-05-07T07:45:00Z,2024-05-07T07:45:00Z,Turbidity,14.81
2024-05-07T07:45:00Z,2024-05-07T07:45:00Z,2024-05-07T07:45:00Z,Specific_Conductivity,61.29
2024-05-07T07:45:00Z,2024-05-07T07:45:00Z,2024-05-07T07:45:00Z,FDOM,2.14
2024-05-07T07:45:00Z,2024-05-07T07:45:00Z,2024-05-07T07:45:00Z,DO,10.47
2024-05-07T07:45:00Z,2024-05-07T07:45:00Z,2024-05-07T07:45:00Z,DO_Sat,NA
2024-05-07T07:45:00Z,2024-05-07T07:45:00Z,2024-05-07T07:45:00Z,Chl-a,0.03
2024-05-07T07:45:00Z,2024-05-07T07:45:00Z,2024-05-07T07:45:00Z,Temperature,1.19
2024-05-07T07:30:00Z,2024-05-07T07:30:00Z,2024-05-07T07:30:00Z,Depth,1.09
2024-05-07T07:30:00Z,2024-05-07T07:30:00Z,2024-05-07T07:30:00Z,pH,7.51
2024-05-07T07:30:00Z,2024-05-07T07:30:00Z,2024-05-07T07:30:00Z,Turbidity,18.1
2024-05-07T07:30:00Z,2024-05-07T07:30:00Z,2024-05-07T07:30:00Z,Specific_Conductivity,61.18
2024-05-07T07:30:00Z,2024-05-07T07:30:00Z,2024-05-07T07:30:00Z,FDOM,2.14
2024-05-07T07:30:00Z,2024-05-07T07:30:00Z,2024-05-07T07:30:00Z,DO,10.48
2024-05-07T07:30:00Z,2024-05-07T07:30:00Z,2024-05-07T07:30:00Z,DO_Sat,NA
2024-05-07T07:30:00Z,2024-05-07T07:30:00Z,2024-05-07T07:30:00Z,Chl-a,0.04
2024-05-07T07:30:00Z,2024-05-07T07:30:00Z,2024-05-07T07:30:00Z,Temperature,1.24
2024-05-07T07:15:00Z,2024-05-07T07:15:00Z,2024-05-07T07:15:00Z,Depth,1.1
2024-05-07T07:15:00Z,2024-05-07T07:15:00Z,2024-05-07T07:15:00Z,pH,7.54
2024-05-07T07:15:00Z,2024-05-07T07:15:00Z,2024-05-07T07:15:00Z,Turbidity,14.68
2024-05-07T07:15:00Z,2024-05-07T07:15:00Z,2024-05-07T07:15:00Z,Specific_Conductivity,61.24
2024-05-07T07:15:00Z,2024-05-07T07:15:00Z,2024-05-07T07:15:00Z,FDOM,2.14
2024-05-07T07:15:00Z,2024-05-07T07:15:00Z,2024-05-07T07:15:00Z,DO,10.46
2024-05-07T07:15:00Z,2024-05-07T07:15:00Z,2024-05-07T07:15:00Z,DO_Sat,NA
2024-05-07T07:15:00Z,2024-05-07T07:15:00Z,2024-05-07T07:15:00Z,Chl-a,0.03
2024-05-07T07:15:00Z,2024-05-07T07:15:00Z,2024-05-07T07:15:00Z,Temperature,1.28
2024-05-07T07:00:00Z,2024-05-07T07:00:00Z,2024-05-07T07:00:00Z,Depth,1.11
2024-05-07T07:00:00Z,2024-05-07T07:00:00Z,2024-05-07T07:00:00Z,pH,7.5
2024-05-07T07:00:00Z,2024-05-07T07:00:00Z,2024-05-07T07:00:00Z,Turbidity,16.13
2024-05-07T07:00:00Z,2024-05-07T07:00:00Z,2024-05-07T07:00:00Z,Specific_Conductivity,61.23
2024-05-07T07:00:00Z,2024-05-07T07:00:00Z,2024-05-07T07:00:00Z,FDOM,2.12
2024-05-07T07:00:00Z,2024-05-07T07:00:00Z,2024-05-07T07:00:00Z,DO,10.45
2024-05-07T07:00:00Z,2024-05-07T07:00:00Z,2024-05-07T07:00:00Z,DO_Sat,NA
2024-05-07T07:00:00Z,2024-05-07T07:00:00Z,2024-05-07T07:00:00Z,Chl-a,0.04
2024-05-07T07:00:00Z,2024-05-07T07:00:00Z,2024-05-07T07:00:00Z,Temperature,NA
2024-05-07T06:45:00Z,2024-05-07T06:45:00Z,2024-05-07T06:45:00Z,Depth,1.09
2024-05-07T06:45:00Z,2024-05-07T06:45:00Z,2024-05-07T06:45:00Z,pH,7.45
2024-05-07T06:45:00Z,2024-05-07T06:45:00Z,2024-05-07T06:45:00Z,Turbidity,19.15
2024-05-07T06:45:00Z,2024-05-07T06:45:00Z,2024-05-07T06:45:00Z,Specific_Conductivity,59.2
2024-05-07T06:45:00Z,2024-05-07T06:45:00Z,2024-05-07T06:45:00Z,FDOM,2.13
2024-05-07T06:45:00Z,2024-05-07T06:45:00Z,2024-05-07T06:45:00Z,DO,10.42
2024-05-07T06:45:00Z,2024-05-07T06:45:00Z,2024-05-07T06:45:00Z,DO_Sat,NA
2024-05-07T06:45:00Z,2024-05-07T06:45:00Z,2024-05-07T06:45:00Z,Chl-a,0.03
2024-05-07T06:45:00Z,2024-05-07T06:45:00Z,2024-05-07T06:45:00Z,Temperature,1.38
2024-05-07T06:30:00Z,2024-05-07T06:30:00Z,2024-05-07T06:30:00Z,Depth,1.09
2024-05-07T06:30:00Z,2024-05-07T06:30:00Z,2024-05-07T06:30:00Z,pH,7.55
2024-05-07T06:30:00Z,2024-05-07T06:30:00Z,2024-05-07T06:30:00Z,Turbidity,16.87
2024-05-07T06:30:00Z,2024-05-07T06:30:00Z,2024-05-07T06:30:00Z,Specific_Conductivity,59.37
2024-05-07T06:30:00Z,2024-05-07T06:30:00Z,2024-05-07T06:30:00Z,FDOM,2.14
2024-05-07T06:30:00Z,2024-05-07T06:30:00Z,2024-05-07T06:30:00Z,DO,10.4
2024-05-07T06:30:00Z,2024-05-07T06:30:00Z,2024-05-07T06:30:00Z,DO_Sat,NA
2024-05-07T06:30:00Z,2024-05-07T06:30:00Z,2024-05-07T06:30:00Z,Chl-a,0.04
2024-05-07T06:30:00Z,2024-05-07T06:30:00Z,2024-05-07T06:30:00Z,Temperature,1.43
2024-05-07T06:15:00Z,2024-05-07T06:15:00Z,2024-05-07T06:15:00Z,Depth,1.11
2024-05-07T06:15:00Z,2024-05-07T06:15:00Z,2024-05-07T06:15:00Z,pH,7.53
2024-05-07T06:15:00Z,2024-05-07T06:15:00Z,2024-05-07T06:15:00Z,Turbidity,16.3
2024-05-07T06:15:00Z,2024-05-07T06:15:00Z,2024-05-07T06:15:00Z,Specific_Conductivity,59.43
2024-05-07T06:15:00Z,2024-05-07T06:15:00Z,2024-05-07T06:15:00Z,FDOM,2.14
2024-05-07T06:15:00Z,2024-05-07T06:15:00Z,2024-05-07T06:15:00Z,DO,10.4
2024-05-07T06:15:00Z,2024-05-07T06:15:00Z,2024-05-07T06:15:00Z,DO_Sat,NA
2024-05-07T06:15:00Z,2024-05-07T06:15:00Z,2024-05-07T06:15:00Z,Chl-a,0.04
2024-05-07T06:15:00Z,2024-05-07T06:15:00Z,2024-05-07T06:15:00Z,Temperature,1.51
2024-05-07T06:00:00Z,2024-05-07T06:00:00Z,2024-05-07T06:00:00Z,Depth,1.12
2024-05-07T06:00:00Z,2024-05-07T06:00:00Z,2024-05-07T06:00:00Z,pH,7.51
2024-05-07T06:00:00Z,2024-05-07T06:00:00Z,2024-05-07T06:00:00Z,Turbidity,15.83
2024-05-07T06:00:00Z,2024-05-07T06:00:00Z,2024-05-07T06:00:00Z,Specific_Conductivity,58.86
2024-05-07T06:00:00Z,2024-05-07T06:00:00Z,2024-05-07T06:00:00Z,FDOM,2.14
2024-05-07T06:00:00Z,2024-05-07T06:00:00Z,2024-05-07T06:00:00Z,DO,10.37
2024-05-07T06:00:00Z,2024-05-07T06:00:00Z,2024-05-07T06:00:00Z,DO_Sat,NA
2024-05-07T06:00:00Z,2024-05-07T06:00:00Z,2024-05-07T06:00:00Z,Chl-a,0.04
2024-05-07T06:00:00Z,2024-05-07T06:00:00Z,2024-05-07T06:00:00Z,Temperature,NA
2024-05-07T05:45:00Z,2024-05-07T05:45:00Z,2024-05-07T05:45:00Z,Depth,1.09
2024-05-07T05:45:00Z,2024-05-07T05:45:00Z,2024-05-07T05:45:00Z,pH,7.5
2024-05-07T05:45:00Z,2024-05-07T05:45:00Z,2024-05-07T05:45:00Z,Turbidity,16.58
2024-05-07T05:45:00Z,2024-05-07T05:45:00Z,2024-05-07T05:45:00Z,Specific_Conductivity,58.67
2024-05-07T05:45:00Z,2024-05-07T05:45:00Z,2024-05-07T05:45:00Z,FDOM,2.14
2024-05-07T05:45:00Z,2024-05-07T05:45:00Z,2024-05-07T05:45:00Z,DO,10.35
2024-05-07T05:45:00Z,2024-05-07T05:45:00Z,2024-05-07T05:45:00Z,DO_Sat,NA
2024-05-07T05:45:00Z,2024-05-07T05:45:00Z,2024-05-07T05:45:00Z,Chl-a,0.04
2024-05-07T05:45:00Z,2024-05-07T05:45:00Z,2024-05-07T05:45:00Z,Temperature,1.64
2024-05-07T05:30:00Z,2024-05-07T05:30:00Z,2024-05-07T05:30:00Z,Depth,1.09
2024-05-07T05:30:00Z,2024-05-07T05:30:00Z,2024-05-07T05:30:00Z,pH,7.5
2024-05-07T05:30:00Z,2024-05-07T05:30:00Z,2024-05-07T05:30:00Z,Turbidity,14.9
2024-05-07T05:30:00Z,2024-05-07T05:30:00Z,2024-05-07T05:30:00Z,Specific_Conductivity,59.68
2024-05-07T05:30:00Z,2024-05-07T05:30:00Z,2024-05-07T05:30:00Z,FDOM,2.14
2024-05-07T05:30:00Z,2024-05-07T05:30:00Z,2024-05-07T05:30:00Z,DO,10.33
2024-05-07T05:30:00Z,2024-05-07T05:30:00Z,2024-05-07T05:30:00Z,DO_Sat,NA
2024-05-07T05:30:00Z,2024-05-07T05:30:00Z,2024-05-07T05:30:00Z,Chl-a,0.04
2024-05-07T05:30:00Z,2024-05-07T05:30:00Z,2024-05-07T05:30:00Z,Temperature,1.71
2024-05-07T05:15:00Z,2024-05-07T05:15:00Z,2024-05-07T05:15:00Z,Depth,1.11
2024-05-07T05:15:00Z,2024-05-07T05:15:00Z,2024-05-07T05:15:00Z,pH,7.53
2024-05-07T05:15:00Z,2024-05-07T05:15:00Z,2024-05-07T05:15:00Z,Turbidity,17.15
2024-05-07T05:15:00Z,2024-05-07T05:15:00Z,2024-05-07T05:15:00Z,Specific_Conductivity,59.66
2024-05-07T05:15:00Z,2024-05-07T05:15:00Z,2024-05-07T05:15:00Z,FDOM,2.14
2024-05-07T05:15:00Z,2024-05-07T05:15:00Z,2024-05-07T05:15:00Z,DO,10.31
2024-05-07T05:15:00Z,2024-05-07T05:15:00Z,2024-05-07T05:15:00Z,DO_Sat,NA
2024-05-07T05:15:00Z,2024-05-07T05:15:00Z,2024-05-07T05:15:00Z,Chl-a,0.04
2024-05-07T05:15:00Z,2024-05-07T05:15:00Z,2024-05-07T05:15:00Z,Temperature,1.79
2024-05-07T05:00:00Z,2024-05-07T05:00:00Z,2024-05-07T05:00:00Z,Depth,1.12
2024-05-07T05:00:00Z,2024-05-07T05:00:00Z,2024-05-07T05:00:00Z,pH,7.53
2024-05-07T05:00:00Z,2024-05-07T05:00:00Z,2024-05-07T05:00:00Z,Turbidity,20.62
2024-05-07T05:00:00Z,2024-05-07T05:00:00Z,2024-05-07T05:00:00Z,Specific_Conductivity,59.66
2024-05-07T05:00:00Z,2024-05-07T05:00:00Z,2024-05-07T05:00:00Z,FDOM,2.13
2024-05-07T05:00:00Z,2024-05-07T05:00:00Z,2024-05-07T05:00:00Z,DO,10.3
2024-05-07T05:00:00Z,2024-05-07T05:00:00Z,2024-05-07T05:00:00Z,DO_Sat,NA
2024-05-07T05:00:00Z,2024-05-07T05:00:00Z,2024-05-07T05:00:00Z,Chl-a,0.04
2024-05-07T05:00:00Z,2024-05-07T05:00:00Z,2024-05-07T05:00:00Z,Temperature,NA
2024-05-07T04:45:00Z,2024-05-07T04:45:00Z,2024-05-07T04:45:00Z,Depth,1.12
2024-05-07T04:45:00Z,2024-05-07T04:45:00Z,2024-05-07T04:45:00Z,pH,7.51
2024-05-07T04:45:00Z,2024-05-07T04:45:00Z,2024-05-07T04:45:00Z,Turbidity,18.69
2024-05-07T04:45:00Z,2024-05-07T04:45:00Z,2024-05-07T04:45:00Z,Specific_Conductivity,59.62
2024-05-07T04:45:00Z,2024-05-07T04:45:00Z,2024-05-07T04:45:00Z,FDOM,2.13
2024-05-07T04:45:00Z,2024-05-07T04:45:00Z,2024-05-07T04:45:00Z,DO,10.27
2024-05-07T04:45:00Z,2024-05-07T04:45:00Z,2024-05-07T04:45:00Z,DO_Sat,NA
2024-05-07T04:45:00Z,2024-05-07T04:45:00Z,2024-05-07T04:45:00Z,Chl-a,0.04
2024-05-07T04:45:00Z,2024-05-07T04:45:00Z,2024-05-07T04:45:00Z,Temperature,1.96
2024-05-07T04:30:00Z,2024-05-07T04:30:00Z,2024-05-07T04:30:00Z,Depth,1.12
2024-05-07T04:30:00Z,2024-05-07T04:30:00Z,2024-05-07T04:30:00Z,pH,7.51
2024-05-07T04:30:00Z,2024-05-07T04:30:00Z,2024-05-07T04:30:00Z,Turbidity,22.86
2024-05-07T04:30:00Z,2024-05-07T04:30:00Z,2024-05-07T04:30:00Z,Specific_Conductivity,59.62
2024-05-07T04:30:00Z,2024-05-07T04:30:00Z,2024-05-07T04:30:00Z,FDOM,2.12
2024-05-07T04:30:00Z,2024-05-07T04:30:00Z,2024-05-07T04:30:00Z,DO,10.24
2024-05-07T04:30:00Z,2024-05-07T04:30:00Z,2024-05-07T04:30:00Z,DO_Sat,NA
2024-05-07T04:30:00Z,2024-05-07T04:30:00Z,2024-05-07T04:30:00Z,Chl-a,0.04
2024-05-07T04:30:00Z,2024-05-07T04:30:00Z,2024-05-07T04:30:00Z,Temperature,2.03
2024-05-08T04:00:00Z,2024-05-08T04:00:00Z,2024-05-08T04:00:00Z,Depth,1.07
2024-05-08T04:00:00Z,2024-05-08T04:00:00Z,2024-05-08T04:00:00Z,pH,7.46
2024-05-08T04:00:00Z,2024-05-08T04:00:00Z,2024-05-08T04:00:00Z,Turbidity,7.55
2024-05-08T04:00:00Z,2024-05-08T04:00:00Z,2024-05-08T04:00:00Z,Specific_Conductivity,63.97
2024-05-08T04:00:00Z,2024-05-08T04:00:00Z,2024-05-08T04:00:00Z,FDOM,2.01
2024-05-08T04:00:00Z,2024-05-08T04:00:00Z,2024-05-08T04:00:00Z,DO,10.27
2024-05-08T04:00:00Z,2024-05-08T04:00:00Z,2024-05-08T04:00:00Z,DO_Sat,NA
2024-05-08T04:00:00Z,2024-05-08T04:00:00Z,2024-05-08T04:00:00Z,Chl-a,0.03
2024-05-08T04:00:00Z,2024-05-08T04:00:00Z,2024-05-08T04:00:00Z,Temperature,NA
2024-05-08T03:45:00Z,2024-05-08T03:45:00Z,2024-05-08T03:45:00Z,Depth,1.07
2024-05-08T03:45:00Z,2024-05-08T03:45:00Z,2024-05-08T03:45:00Z,pH,7.44
2024-05-08T03:45:00Z,2024-05-08T03:45:00Z,2024-05-08T03:45:00Z,Turbidity,9.25
2024-05-08T03:45:00Z,2024-05-08T03:45:00Z,2024-05-08T03:45:00Z,Specific_Conductivity,63.91
2024-05-08T03:45:00Z,2024-05-08T03:45:00Z,2024-05-08T03:45:00Z,FDOM,2
2024-05-08T03:45:00Z,2024-05-08T03:45:00Z,2024-05-08T03:45:00Z,DO,10.23
2024-05-08T03:45:00Z,2024-05-08T03:45:00Z,2024-05-08T03:45:00Z,DO_Sat,NA
2024-05-08T03:45:00Z,2024-05-08T03:45:00Z,2024-05-08T03:45:00Z,Chl-a,0.03
2024-05-08T03:45:00Z,2024-05-08T03:45:00Z,2024-05-08T03:45:00Z,Temperature,2.25
2024-05-08T03:30:00Z,2024-05-08T03:30:00Z,2024-05-08T03:30:00Z,Depth,1.08
2024-05-08T03:30:00Z,2024-05-08T03:30:00Z,2024-05-08T03:30:00Z,pH,7.47
2024-05-08T03:30:00Z,2024-05-08T03:30:00Z,2024-05-08T03:30:00Z,Turbidity,7.96
2024-05-08T03:30:00Z,2024-05-08T03:30:00Z,2024-05-08T03:30:00Z,Specific_Conductivity,63.86
2024-05-08T03:30:00Z,2024-05-08T03:30:00Z,2024-05-08T03:30:00Z,FDOM,1.98
2024-05-08T03:30:00Z,2024-05-08T03:30:00Z,2024-05-08T03:30:00Z,DO,10.2
2024-05-08T03:30:00Z,2024-05-08T03:30:00Z,2024-05-08T03:30:00Z,DO_Sat,NA
2024-05-08T03:30:00Z,2024-05-08T03:30:00Z,2024-05-08T03:30:00Z,Chl-a,0.03
2024-05-08T03:30:00Z,2024-05-08T03:30:00Z,2024-05-08T03:30:00Z,Temperature,2.36
2024-05-08T03:15:00Z,2024-05-08T03:15:00Z,2024-05-08T03:15:00Z,Depth,1.07
2024-05-08T03:15:00Z,2024-05-08T03:15:00Z,2024-05-08T03:15:00Z,pH,7.51
2024-05-08T03:15:00Z,2024-05-08T03:15:00Z,2024-05-08T03:15:00Z,Turbidity,8.79
2024-05-08T03:15:00Z,2024-05-08T03:15:00Z,2024-05-08T03:15:00Z,Specific_Conductivity,63.92
2024-05-08T03:15:00Z,2024-05-08T03:15:00Z,2024-05-08T03:15:00Z,FDOM,1.96
2024-05-08T03:15:00Z,2024-05-08T03:15:00Z,2024-05-08T03:15:00Z,DO,10.17
2024-05-08T03:15:00Z,2024-05-08T03:15:00Z,2024-05-08T03:15:00Z,DO_Sat,NA
2024-05-08T03:15:00Z,2024-05-08T03:15:00Z,2024-05-08T03:15:00Z,Chl-a,0.03
2024-05-08T03:15:00Z,2024-05-08T03:15:00Z,2024-05-08T03:15:00Z,Temperature,2.48
2024-05-08T03:00:00Z,2024-05-08T03:00:00Z,2024-05-08T03:00:00Z,Depth,1.1
2024-05-08T03:00:00Z,2024-05-08T03:00:00Z,2024-05-08T03:00:00Z,pH,7.52
2024-05-08T03:00:00Z,2024-05-08T03:00:00Z,2024-05-08T03:00:00Z,Turbidity,8.43
2024-05-08T03:00:00Z,2024-05-08T03:00:00Z,2024-05-08T03:00:00Z,Specific_Conductivity,63.61
2024-05-08T03:00:00Z,2024-05-08T03:00:00Z,2024-05-08T03:00:00Z,FDOM,1.99
2024-05-08T03:00:00Z,2024-05-08T03:00:00Z,2024-05-08T03:00:00Z,DO,10.13
2024-05-08T03:00:00Z,2024-05-08T03:00:00Z,2024-05-08T03:00:00Z,DO_Sat,NA
2024-05-08T03:00:00Z,2024-05-08T03:00:00Z,2024-05-08T03:00:00Z,Chl-a,0.03
2024-05-08T03:00:00Z,2024-05-08T03:00:00Z,2024-05-08T03:00:00Z,Temperature,NA
2024-05-08T02:45:00Z,2024-05-08T02:45:00Z,2024-05-08T02:45:00Z,Depth,1.07
2024-05-08T02:45:00Z,2024-05-08T02:45:00Z,2024-05-08T02:45:00Z,pH,7.47
2024-05-08T02:45:00Z,2024-05-08T02:45:00Z,2024-05-08T02:45:00Z,Turbidity,9.12
2024-05-08T02:45:00Z,2024-05-08T02:45:00Z,2024-05-08T02:45:00Z,Specific_Conductivity,63.38
2024-05-08T02:45:00Z,2024-05-08T02:45:00Z,2024-05-08T02:45:00Z,FDOM,1.99
2024-05-08T02:45:00Z,2024-05-08T02:45:00Z,2024-05-08T02:45:00Z,DO,10.1
2024-05-08T02:45:00Z,2024-05-08T02:45:00Z,2024-05-08T02:45:00Z,DO_Sat,NA
2024-05-08T02:45:00Z,2024-05-08T02:45:00Z,2024-05-08T02:45:00Z,Chl-a,0.04
2024-05-08T02:45:00Z,2024-05-08T02:45:00Z,2024-05-08T02:45:00Z,Temperature,2.72
2024-05-08T02:30:00Z,2024-05-08T02:30:00Z,2024-05-08T02:30:00Z,Depth,1.07
2024-05-08T02:30:00Z,2024-05-08T02:30:00Z,2024-05-08T02:30:00Z,pH,7.43
2024-05-08T02:30:00Z,2024-05-08T02:30:00Z,2024-05-08T02:30:00Z,Turbidity,8.79
2024-05-08T02:30:00Z,2024-05-08T02:30:00Z,2024-05-08T02:30:00Z,Specific_Conductivity,63.41
2024-05-08T02:30:00Z,2024-05-08T02:30:00Z,2024-05-08T02:30:00Z,FDOM,1.99
2024-05-08T02:30:00Z,2024-05-08T02:30:00Z,2024-05-08T02:30:00Z,DO,10.08
2024-05-08T02:30:00Z,2024-05-08T02:30:00Z,2024-05-08T02:30:00Z,DO_Sat,NA
2024-05-08T02:30:00Z,2024-05-08T02:30:00Z,2024-05-08T02:30:00Z,Chl-a,0.03
2024-05-08T02:30:00Z,2024-05-08T02:30:00Z,2024-05-08T02:30:00Z,Temperature,2.85
2024-05-08T02:15:00Z,2024-05-08T02:15:00Z,2024-05-08T02:15:00Z,Depth,1.07
2024-05-08T02:15:00Z,2024-05-08T02:15:00Z,2024-05-08T02:15:00Z,pH,7.53
2024-05-08T02:15:00Z,2024-05-08T02:15:00Z,2024-05-08T02:15:00Z,Turbidity,10.4
2024-05-08T02:15:00Z,2024-05-08T02:15:00Z,2024-05-08T02:15:00Z,Specific_Conductivity,63.22
2024-05-08T02:15:00Z,2024-05-08T02:15:00Z,2024-05-08T02:15:00Z,FDOM,1.95
2024-05-08T02:15:00Z,2024-05-08T02:15:00Z,2024-05-08T02:15:00Z,DO,10.05
2024-05-08T02:15:00Z,2024-05-08T02:15:00Z,2024-05-08T02:15:00Z,DO_Sat,NA
2024-05-08T02:15:00Z,2024-05-08T02:15:00Z,2024-05-08T02:15:00Z,Chl-a,0.03
2024-05-08T02:15:00Z,2024-05-08T02:15:00Z,2024-05-08T02:15:00Z,Temperature,2.95
2024-05-08T02:00:00Z,2024-05-08T02:00:00Z,2024-05-08T02:00:00Z,Depth,1.06
2024-05-08T02:00:00Z,2024-05-08T02:00:00Z,2024-05-08T02:00:00Z,pH,7.54
2024-05-08T02:00:00Z,2024-05-08T02:00:00Z,2024-05-08T02:00:00Z,Turbidity,8.75
2024-05-08T02:00:00Z,2024-05-08T02:00:00Z,2024-05-08T02:00:00Z,Specific_Conductivity,63.11
2024-05-08T02:00:00Z,2024-05-08T02:00:00Z,2024-05-08T02:00:00Z,FDOM,1.94
2024-05-08T02:00:00Z,2024-05-08T02:00:00Z,2024-05-08T02:00:00Z,DO,10.04
2024-05-08T02:00:00Z,2024-05-08T02:00:00Z,2024-05-08T02:00:00Z,DO_Sat,NA
2024-05-08T02:00:00Z,2024-05-08T02:00:00Z,2024-05-08T02:00:00Z,Chl-a,0.04
2024-05-08T02:00:00Z,2024-05-08T02:00:00Z,2024-05-08T02:00:00Z,Temperature,NA
2024-05-08T01:45:00Z,2024-05-08T01:45:00Z,2024-05-08T01:45:00Z,Depth,1.08
2024-05-08T01:45:00Z,2024-05-08T01:45:00Z,2024-05-08T01:45:00Z,pH,7.45
2024-05-08T01:45:00Z,2024-05-08T01:45:00Z,2024-05-08T01:45:00Z,Turbidity,10.24
2024-05-08T01:45:00Z,2024-05-08T01:45:00Z,2024-05-08T01:45:00Z,Specific_Conductivity,63.07
2024-05-08T01:45:00Z,2024-05-08T01:45:00Z,2024-05-08T01:45:00Z,FDOM,1.94
2024-05-08T01:45:00Z,2024-05-08T01:45:00Z,2024-05-08T01:45:00Z,DO,10.01
2024-05-08T01:45:00Z,2024-05-08T01:45:00Z,2024-05-08T01:45:00Z,DO_Sat,NA
2024-05-08T01:45:00Z,2024-05-08T01:45:00Z,2024-05-08T01:45:00Z,Chl-a,0.03
2024-05-08T01:45:00Z,2024-05-08T01:45:00Z,2024-05-08T01:45:00Z,Temperature,3.15
2024-05-08T01:30:00Z,2024-05-08T01:30:00Z,2024-05-08T01:30:00Z,Depth,1.07
2024-05-08T01:30:00Z,2024-05-08T01:30:00Z,2024-05-08T01:30:00Z,pH,7.51
2024-05-08T01:30:00Z,2024-05-08T01:30:00Z,2024-05-08T01:30:00Z,Turbidity,9.31
2024-05-08T01:30:00Z,2024-05-08T01:30:00Z,2024-05-08T01:30:00Z,Specific_Conductivity,62.97
2024-05-08T01:30:00Z,2024-05-08T01:30:00Z,2024-05-08T01:30:00Z,FDOM,1.92
2024-05-08T01:30:00Z,2024-05-08T01:30:00Z,2024-05-08T01:30:00Z,DO,10
2024-05-08T01:30:00Z,2024-05-08T01:30:00Z,2024-05-08T01:30:00Z,DO_Sat,NA
2024-05-08T01:30:00Z,2024-05-08T01:30:00Z,2024-05-08T01:30:00Z,Chl-a,0.03
2024-05-08T01:30:00Z,2024-05-08T01:30:00Z,2024-05-08T01:30:00Z,Temperature,3.24
2024-05-08T01:15:00Z,2024-05-08T01:15:00Z,2024-05-08T01:15:00Z,Depth,1.06
2024-05-08T01:15:00Z,2024-05-08T01:15:00Z,2024-05-08T01:15:00Z,pH,7.48
2024-05-08T01:15:00Z,2024-05-08T01:15:00Z,2024-05-08T01:15:00Z,Turbidity,8.99
2024-05-08T01:15:00Z,2024-05-08T01:15:00Z,2024-05-08T01:15:00Z,Specific_Conductivity,62.89
2024-05-08T01:15:00Z,2024-05-08T01:15:00Z,2024-05-08T01:15:00Z,FDOM,1.91
2024-05-08T01:15:00Z,2024-05-08T01:15:00Z,2024-05-08T01:15:00Z,DO,9.98
2024-05-08T01:15:00Z,2024-05-08T01:15:00Z,2024-05-08T01:15:00Z,DO_Sat,NA
2024-05-08T01:15:00Z,2024-05-08T01:15:00Z,2024-05-08T01:15:00Z,Chl-a,0.03
2024-05-08T01:15:00Z,2024-05-08T01:15:00Z,2024-05-08T01:15:00Z,Temperature,3.36
